2023:11:05:14:06:13; 5438.62526345253; 1360364.42786188; ["c","g","o","b","q@","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","+*~","#'","ü","f","ö","j","<>|","ä","z","x",".:"]
2023:11:05:14:06:43; 5469.35964012146; 1360364.42786188; ["c","g","o","b","q@","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","+*~","#'","ü","f","ö","j","<>|","ä","z","x",".:"]
2023:11:05:14:07:14; 5500.312726974487; 1360364.42786188; ["c","g","o","b","q@","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","+*~","#'","ü","f","ö","j","<>|","ä","z","x",".:"]
2023:11:05:14:07:45; 5530.547142505646; 1360364.42786188; ["c","g","o","b","q@","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","+*~","#'","ü","f","ö","j","<>|","ä","z","x",".:"]
2023:11:05:14:08:15; 5561.375262975693; 1360364.42786188; ["c","g","o","b","q@","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","+*~","#'","ü","f","ö","j","<>|","ä","z","x",".:"]
2023:11:05:14:08:46; 5591.656513214111; 1360364.42786188; ["c","g","o","b","q@","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","+*~","#'","ü","f","ö","j","<>|","ä","z","x",".:"]
2023:11:05:14:09:15; 5621.375227212906; 1360364.42786188; ["c","g","o","b","q@","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","+*~","#'","ü","f","ö","j","<>|","ä","z","x",".:"]
2023:11:05:14:09:46; 5651.734639167786; 1360364.42786188; ["c","g","o","b","q@","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","+*~","#'","ü","f","ö","j","<>|","ä","z","x",".:"]
2023:11:05:14:10:16; 5681.936762809753; 1358491.6981751565; ["c","g","o","b","q@","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","<>|","#'","ü","f","+*~","j","ö","ä","z","x",".:"]
2023:11:05:14:11:17; 5742.733637571335; 1358491.6981751565; ["c","g","o","b","q@","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","<>|","#'","ü","f","+*~","j","ö","ä","z","x",".:"]
2023:11:05:14:11:47; 5773.358637571335; 1358491.6981751565; ["c","g","o","b","q@","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","<>|","#'","ü","f","+*~","j","ö","ä","z","x",".:"]
2023:11:05:14:12:17; 5803.108674287796; 1358491.6981751565; ["c","g","o","b","q@","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","<>|","#'","ü","f","+*~","j","ö","ä","z","x",".:"]
2023:11:05:14:12:48; 5833.452424526215; 1358491.6981751565; ["c","g","o","b","q@","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","<>|","#'","ü","f","+*~","j","ö","ä","z","x",".:"]
2023:11:05:14:13:18; 5863.936760187149; 1356125.9955351967; ["c","g","o","b","q@","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","<>|","#'","ü","f","ö","j","ä","+*~","z","x",".:"]
2023:11:05:14:13:48; 5894.358638525009; 1356125.9955351967; ["c","g","o","b","q@","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","<>|","#'","ü","f","ö","j","ä","+*~","z","x",".:"]
2023:11:05:14:14:19; 5924.671174764633; 1356125.9955351967; ["c","g","o","b","q@","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","<>|","#'","ü","f","ö","j","ä","+*~","z","x",".:"]
2023:11:05:14:14:49; 5954.6086757183075; 1356125.9955351967; ["c","g","o","b","q@","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","<>|","#'","ü","f","ö","j","ä","+*~","z","x",".:"]
2023:11:05:14:15:19; 5985.249299526215; 1356125.9955351967; ["c","g","o","b","q@","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","<>|","#'","ü","f","ö","j","ä","+*~","z","x",".:"]
2023:11:05:14:15:50; 6015.483637571335; 1356125.9955351967; ["c","g","o","b","q@","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","<>|","#'","ü","f","ö","j","ä","+*~","z","x",".:"]
2023:11:05:14:16:20; 6046.327426433563; 1356125.9955351967; ["c","g","o","b","q@","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","<>|","#'","ü","f","ö","j","ä","+*~","z","x",".:"]
2023:11:05:14:16:51; 6076.639927148819; 1356125.9955351967; ["c","g","o","b","q@","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","<>|","#'","ü","f","ö","j","ä","+*~","z","x",".:"]
2023:11:05:14:17:22; 6107.4992706775665; 1356125.9955351967; ["c","g","o","b","q@","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","<>|","#'","ü","f","ö","j","ä","+*~","z","x",".:"]
2023:11:05:14:18:04; 6149.523784160614; 1356125.9955351967; ["c","g","o","b","q@","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","#'","<>|","ü","f","ö","j","ä","+*~","z","x",".:"]
2023:11:05:14:18:42; 6188.128257989883; 1355746.7169194377; ["c","g","o","b","q@","-_","v","w","l","k","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","ö","<>|","ü","f","#'","j","ä","+*~","z","x",".:"]
2023:11:05:14:19:18; 6223.7335822582245; 1355746.7169194377; ["c","g","o","b","q@","-_","v","w","l","k","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","ö","<>|","ü","f","#'","j","ä","+*~","z","x",".:"]
--------------------------------------------
["c","g","o","b","q@","-_","v","w","l","k","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","ö","<>|","ü","f","#'","j","ä","+*~","z","x",".:"], 1355746.7169194377
["c","g","o","b","q@","-_","v","w","l","k","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","ö","<>|","ü","f","#'","j","ä","+*~","z","x",".:"], 1355746.7169194377
["c","g","o","b","q@","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","<>|","#'","ü","f","ö","j","ä","+*~","z","x",".:"], 1356125.9955351967
["c","g","o","b","q@","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","<>|","#'","ü","f","ö","j","ä","+*~","z","x",".:"], 1356125.9955351967
["c","g","o","b","q@","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","<>|","#'","ü","f","ö","j","ä","+*~","z","x",".:"], 1356125.9955351967
["c","g","o","b","q@","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","<>|","#'","ü","f","ö","j","ä","+*~","z","x",".:"], 1356125.9955351967
["c","g","o","b","q@","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","<>|","#'","ü","f","ö","j","ä","+*~","z","x",".:"], 1356125.9955351967
["c","g","o","b","q@","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","<>|","#'","ü","f","ö","j","ä","+*~","z","x",".:"], 1356125.9955351967
["c","g","o","b","q@","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","<>|","#'","ü","f","ö","j","ä","+*~","z","x",".:"], 1356125.9955351967
["c","g","o","b","q@","-_","v","k","l","w","p",",;","s","t","e€","d","m","a","i","n","r","u","h","y","<>|","#'","ü","f","ö","j","ä","+*~","z","x",".:"], 1356125.9955351967
